rank	taxon	taxon_label	metabolite	metabolite_label	metabolite_platform	metabolite_display_name	metabolite_annotation	annotation_status	taxon_effect_direction	metabolite_effect_direction	taxon_fdr	metabolite_fdr	spearman_rho	correlation_fdr	adjusted_spearman_rho	adjusted_correlation_fdr	spls_component	spls_loading	prevalence	missingness	biological_note	overall_score	taxon_effect_size	metabolite_effect_size	taxon_best_comparison	metabolite_best_comparison	metabolite_key_full	metabolite_key_without_platform	annotation_id_raw.x	c18n_annotation_by_full_id	annotation_id_raw.y	c18n_annotation_by_qi_id
80	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	HILp_QI4213	HILp QI4213	HILP	HILp QI4213	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	0.00153409083161569	-0.3837900040637928	0.00521067724798242	-0.3784117209522375	0.00671324200702402	comp1|metabolite_not_selected	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.35946015265593834	2.9609580665565e-4	4.96273339354818	CD_vs_non_IBD	UC_vs_non_IBD	HILP_QI4213	QI4213	NA	NA	NA	NA
81	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	HILn_QI31979	HILn QI31979	NA	HILn QI31979	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	lower_in_case_group	0.701708227496494	0.00197809278858907	0.4016217600584389	0.0036843407188391	0.4200137364770104	0.00177222204546786	comp1|metabolite_not_selected	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3575787959271134	2.9609580665565e-4	3.56477419108145	CD_vs_non_IBD	UC_vs_non_IBD	HILN_QI31979	HILN_QI31979	NA	NA	NA	NA
82	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI413	C18n QI413	C18N	C18n QI413	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.717792101678811	9.3059744360713e-4	-0.3380498109331237	0.0153225920259724	-0.3285854569497583	0.01856259587970533	comp1|comp2	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3569061714562722	0.037346719580817	3.59113595417353	CD_vs_UC	UC_vs_non_IBD	C18N_QI413	QI413	NA	NA	NA	NA
83	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	Escherichia	C18n_QI4874	C18n QI4874	C18N	C18n QI4874	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	0.00102851179914872	0.35348427459775783	0.01082513930825536	0.360749553033071	0.0087215082693158	comp2|comp2	0.4107413328026332	0.7253886010362695	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3565548019816354	0.0157595139323935	4.31290504268445	CD_vs_non_IBD	IBD_vs_non_IBD	C18N_QI4874	QI4874	NA	NA	NA	NA
84	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	HILp_QI12296	HILp QI12296	HILP	HILp QI12296	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	6.0158889061692e-4	-0.3536138130164609	0.01082513930825536	-0.3544578063445987	0.01045739724892228	comp1|comp1	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.35648278471843475	2.9609580665565e-4	5.9317008615652	CD_vs_non_IBD	UC_vs_non_IBD	HILP_QI12296	QI12296	NA	NA	NA	NA
85	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	Escherichia	C8p_QI7970	C8p QI7970	C8P	C8p QI7970	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	0.00197561580972918	0.36764686974941313	0.00755067131051346	0.36869006321891096	0.00732882661751901	comp2|comp2	0.3907320941748086	0.7253886010362695	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.35438906490224786	0.0157595139323935	4.12325917706633	CD_vs_non_IBD	IBD_vs_non_IBD	C8P_QI7970	QI7970	NA	NA	NA	NA
86	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI2095	C18n QI2095	C18N	C18n QI2095	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.701708227496494	0.00179591153622679	0.3515302750188835	0.01135923703964894	0.37281767524425086	0.00693151495531549	comp1|metabolite_not_selected	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.35339392638715617	2.9609580665565e-4	7.35043317859834	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI2095	QI2095	NA	NA	NA	NA
87	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	C18n_QI8231	C18n QI8231	C18N	C18n QI8231	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	5.2562606465987e-4	0.3690888002763564	0.00737894233578823	0.36999554999497103	0.00726381103540303	comp1|comp2	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.35332819470291255	0.00310020507313553	4.61431285197966	CD_vs_UC	UC_vs_non_IBD	C18N_QI8231	QI8231	NA	NA	NA	NA
88	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	HILp_QI15738	HILp QI15738	HILP	HILp QI15738	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	0.0027567994222545	-0.35436795718958775	0.01076997441252594	-0.3571826723602089	0.00958757930746179	comp1|metabolite_not_selected	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3532573103665628	2.9609580665565e-4	7.95258571650675	CD_vs_non_IBD	UC_vs_non_IBD	HILP_QI15738	QI15738	NA	NA	NA	NA
89	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	Veillonella	C18n_QI2095	C18n QI2095	C18N	C18n QI2095	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.687969904973528	0.00179591153622679	-0.3607106765990409	0.008966146793317	-0.3466227320317715	0.01237896558267875	taxon_not_selected|metabolite_not_selected	0	0.6606217616580311	0	Disease-associated metabolite paired with correlated microbial feature; candidate for downstream biological interpretation.	0.35324098489547734	0.0162407053268562	7.35043317859834	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI2095	QI2095	NA	NA	NA	NA
90	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI3745	C18n QI3745	C18N	C18n QI3745	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.717792101678811	5.7839196363683e-4	-0.32055419846401684	0.02218844297771234	-0.3114836802760657	0.02513123154410883	comp1|comp1	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.35307893013923397	0.037346719580817	4.10067601068119	CD_vs_UC	UC_vs_non_IBD	C18N_QI3745	QI3745	NA	NA	NA	NA
91	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	HILn_QI27528	HILn QI27528	NA	HILn QI27528	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	lower_in_case_group	0.640034995738657	0.00169457368447268	-0.3947432987804568	0.00415012998777901	-0.4080782053145521	0.00242121224732267	comp1|comp2	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.35090244545173976	0.00310020507313553	3.94749810943334	CD_vs_UC	UC_vs_non_IBD	HILN_QI27528	HILN_QI27528	NA	NA	NA	NA
92	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	HILp_QI9931	HILp QI9931	HILP	HILp QI9931	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	lower_in_case_group	0.701708227496494	0.00269245392196929	0.40583455996946494	0.00324244059289391	0.4229195152562469	0.00162329724981926	comp1|metabolite_not_selected	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.35014383508935154	2.9609580665565e-4	3.23069050213076	CD_vs_non_IBD	UC_vs_non_IBD	HILP_QI9931	QI9931	NA	NA	NA	NA
93	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C8p_QI8001	C8p QI8001	C8P	C8p QI8001	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	5.9282692139002e-4	-0.3162182790996678	0.02385464835658034	-0.3015915380955091	0.02970297803409793	comp1|metabolite_not_selected	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3486417547357021	2.9609580665565e-4	8.70272698931009	CD_vs_non_IBD	UC_vs_non_IBD	C8P_QI8001	QI8001	NA	NA	NA	NA
94	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	Alistipes	C18n_QI413	C18n QI413	C18N	C18n QI413	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.583347516910695	9.3059744360713e-4	0.3276460239473188	0.01954661644688938	0.31236734127058213	0.02493885419655512	taxon_not_selected|comp2	0.00825918581772561	0.7849740932642487	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3468553886764984	0.0396156796527869	3.59113595417353	IBD_vs_non_IBD	UC_vs_non_IBD	C18N_QI413	QI413	NA	NA	NA	NA
95	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	Barnesiella	C8p_QI6409	C8p QI6409	C8P	C8p QI6409	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	higher_in_case_group	0.583347516910695	9.5917407228237e-4	-0.35554422872797364	0.01060917856012209	-0.35705001579547785	0.00958757930746179	comp2|comp2	0.37710860945610286	0.3238341968911917	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.34551597327355266	0.00984543875213202	4.94747023171726	IBD_vs_non_IBD	IBD_vs_non_IBD	C8P_QI6409	QI6409	NA	NA	NA	NA
96	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI11343	C18n QI11343	C18N	C18n QI11343	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	0.00140989774199194	0.30717395811735426	0.02744992636820384	0.30294422558573497	0.02912981489383655	comp1|comp1	0.45405895238230226	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.34547825302187657	0.037346719580817	3.65582840715884	CD_vs_UC	UC_vs_non_IBD	C18N_QI11343	QI11343	NA	NA	NA	NA
97	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	C18n_QI8815	C18n QI8815	C18N	C18n QI8815	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	3.8602095632555e-4	0.3129128989044796	0.02522604354098352	0.3237818784988596	0.01965838450338422	comp1|comp1	0.3042411912797897	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.34356736946376837	0.00310020507313553	7.43332711149582	CD_vs_UC	UC_vs_non_IBD	C18N_QI8815	QI8815	NA	NA	NA	NA
98	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI2985	C18n QI2985	C18N	C18n QI2985	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	0.00107430790722988	0.31046304661319335	0.02629223137518992	0.28465504587229234	0.04041805494341716	comp1|comp2	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.34073703409503137	0.037346719580817	5.28663198418072	CD_vs_UC	UC_vs_non_IBD	C18N_QI2985	QI2985	NA	NA	NA	NA
99	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	HILp_QI15738	HILp QI15738	HILP	HILp QI15738	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	0.0027567994222545	0.34950528400279957	0.01196637720862264	0.35244408519804576	0.01052296868037991	comp1|metabolite_not_selected	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3387953913707301	0.00310020507313553	7.95258571650675	CD_vs_UC	UC_vs_non_IBD	HILP_QI15738	QI15738	NA	NA	NA	NA
100	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI2320	C18n QI2320	C18N	C18n QI2320	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.717792101678811	0.00126690465077861	-0.3385470478617719	0.01529225982583896	-0.3158460234996071	0.02282733643737227	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.33867902804649974	0.037346719580817	3.15181561885418	CD_vs_UC	UC_vs_non_IBD	C18N_QI2320	QI2320	NA	NA	NA	NA
101	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI413	C18n QI413	C18N	C18n QI413	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.701708227496494	9.3059744360713e-4	0.3741804675478101	0.00648087493465811	0.38596625010768815	0.00517312165349518	comp1|comp2	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3368325502692024	2.9609580665565e-4	3.59113595417353	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI413	QI413	NA	NA	NA	NA
102	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	Coprobacillus	C8p_QI7970	C8p QI7970	C8P	C8p QI7970	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	0.00197561580972918	0.3919596703574891	0.00437097432429134	0.4163599611627992	0.00194557372754042	comp1;comp2|comp2	0.3907320941748086	0.27202072538860106	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.33634008330598125	0.003770206224345	4.12325917706633	CD_vs_non_IBD	IBD_vs_non_IBD	C8P_QI7970	QI7970	NA	NA	NA	NA
103	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	HILp_QI12296	HILp QI12296	HILP	HILp QI12296	NA	unannotated_feature_no_matching_platform_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	6.0158889061692e-4	0.34524762919364654	0.01258603046507386	0.33622226829774	0.01638490217302064	comp1|comp1	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.33560478860023535	0.00310020507313553	5.9317008615652	CD_vs_UC	UC_vs_non_IBD	HILP_QI12296	QI12296	NA	NA	NA	NA
104	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI1309	C18n QI1309	C18N	C18n QI1309	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	8.4371353084536e-4	0.3247831349356101	0.02063612962628206	0.326010781671159	0.01906252688909788	comp1|comp2	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.33540732163352616	0.037346719580817	3.25165393861542	CD_vs_UC	UC_vs_non_IBD	C18N_QI1309	QI1309	NA	NA	NA	NA
105	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	C18n_QI3804	C18n QI3804	C18N	C18n QI3804	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	0.00101700628028848	0.30811095419988876	0.0270239741595067	0.30254488153685555	0.02927807720271755	comp1|comp1	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.33491934812673774	0.00310020507313553	9.6552070365468	CD_vs_UC	UC_vs_non_IBD	C18N_QI3804	QI3804	NA	NA	NA	NA
106	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	Propionibacterium	C18n_QI4874	C18n QI4874	C18N	C18n QI4874	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.840683165464532	0.00102851179914872	0.3981596937108492	0.0040481843189164	0.4226524636621616	0.00162329724981926	taxon_not_selected|comp2	0.4107413328026332	0.15284974093264247	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.33397343289295567	0.00120476287719185	4.31290504268445	CD_vs_UC	IBD_vs_non_IBD	C18N_QI4874	QI4874	NA	NA	NA	NA
107	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI1309	C18n QI1309	C18N	C18n QI1309	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.701708227496494	8.4371353084536e-4	-0.374664043812278	0.00648087493465811	-0.3816815260211486	0.00603800478009223	comp1|comp2	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.33290392739157315	2.9609580665565e-4	3.25165393861542	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI1309	QI1309	NA	NA	NA	NA
108	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	HILp_QI6434	HILp QI6434	HILP	HILp QI6434	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	0.00257433280446725	0.31148433258265423	0.02597668665627925	0.3254647052290306	0.01922493554946426	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.33127923715042257	0.037346719580817	5.5737698818509	CD_vs_UC	UC_vs_non_IBD	HILP_QI6434	QI6434	NA	NA	NA	NA
109	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	Subdoligranulum	C18n_QI2095	C18n QI2095	C18N	C18n QI2095	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.687969904973528	0.00179591153622679	0.3298699397713693	0.01904795446961762	0.3200025293967178	0.02120747066614191	taxon_not_selected|metabolite_not_selected	0	0.966321243523316	0	Disease-associated metabolite paired with correlated microbial feature; candidate for downstream biological interpretation.	0.3301556871441113	0.0191451312082043	7.35043317859834	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI2095	QI2095	NA	NA	NA	NA
110	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI2917	C18n QI2917	C18N	C18n QI2917	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.701708227496494	5.7839196363683e-4	0.35999212497998345	0.00902468814154122	0.36279178491208736	0.00818430855591407	comp1|comp1	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3266335858539639	2.9609580665565e-4	3.61606403492537	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI2917	QI2917	NA	NA	NA	NA
111	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	Dorea	C18n_QI11341	C18n QI11341	C18N	C18n QI11341	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.640034995738657	0.00121214811021352	0.38366162139747045	0.00521067724798242	0.37630105743313286	0.00689669243479704	comp1|comp1	0.1929733269678666	0.8756476683937824	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3265739363176492	0.00310020507313553	3.21930682066048	CD_vs_UC	UC_vs_non_IBD	C18N_QI11341	QI11341	NA	NA	NA	NA
112	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI873	C18n QI873	C18N	C18n QI873	NA	C18n_feature_without_matched_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	0.00121214811021352	0.3171988388969521	0.02352035688807532	0.32654986522911045	0.0188289016146332	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3261943302586264	0.037346719580817	3.77871770710065	CD_vs_UC	UC_vs_non_IBD	C18N_QI873	QI873	NA	NA	NA	NA
113	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	HILp_QI4213	HILp QI4213	HILP	HILp QI4213	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	higher_in_case_group	0.717792101678811	0.00153409083161569	0.3089291823635052	0.02701032575202238	0.2981606317671007	0.03130333901294256	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.32602468881653185	0.037346719580817	4.96273339354818	CD_vs_UC	UC_vs_non_IBD	HILP_QI4213	QI4213	NA	NA	NA	NA
114	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	Bacteroides	C18n_QI7560	C18n QI7560	C18N	C18n QI7560	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.834013805855349	0.00202663071745311	0.3294544557633941	0.01916541503791474	0.3037100679168636	0.02846597138374229	taxon_not_selected|comp2	0.01580016834205803	0.9715025906735753	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.32597649323831157	0.0244884532086784	7.5323473811654	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI7560	QI7560	NA	NA	NA	NA
115	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	C18n_QI2966	C18n QI2966	C18N	C18n QI2966	NA	C18n_feature_without_matched_annotation	lower_in_case_group	lower_in_case_group	0.717792101678811	5.5556770370696e-4	-0.30571153606666945	0.02780027128545389	-0.28652989512464017	0.03891719867466386	comp1|comp1	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.325780936898214	0.037346719580817	3.73738629291833	CD_vs_UC	UC_vs_non_IBD	C18N_QI2966	QI2966	NA	NA	NA	NA
116	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	Veillonella	C18n_QI2042	C18n QI2042	C18N	C18n QI2042	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	0.00121214811021352	0.3283395619337016	0.0194168444399668	0.33318298107864536	0.01730190845085694	taxon_not_selected|comp1	0.12111866393910072	0.6606217616580311	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.32575458321167555	0.0162407053268562	7.01306308725204	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI2042	QI2042	NA	NA	NA	NA
117	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	Lactobacillus	C18n_QI4874	C18n QI4874	C18N	C18n QI4874	NA	C18n_feature_without_matched_annotation	higher_in_case_group	higher_in_case_group	0.687969904973528	0.00102851179914872	0.3810888936250509	0.00575875638182695	0.40084493184030734	0.00313907665706039	comp2|comp2	0.4107413328026332	0.13730569948186527	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.32565370166645535	7.3350185325834e-4	4.31290504268445	CD_vs_non_IBD	IBD_vs_non_IBD	C18N_QI4874	QI4874	NA	NA	NA	NA
118	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	Anaerotruncus	C18n_QI4641	C18n QI4641	C18N	C18n QI4641	NA	C18n_feature_without_matched_annotation	higher_in_case_group	lower_in_case_group	0.701708227496494	5.5556770370696e-4	0.32258609047356834	0.02160047682282377	0.3088518134092506	0.02614631090842085	comp1|comp1	0.592754426115458	0.422279792746114	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.3242358807088371	2.9609580665565e-4	6.76978673385037	CD_vs_non_IBD	UC_vs_non_IBD	C18N_QI4641	QI4641	NA	NA	NA	NA
119	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	Faecalibacterium	HILn_QI25565	HILn QI25565	NA	HILn QI25565	NA	unannotated_feature_no_matching_platform_annotation	lower_in_case_group	lower_in_case_group	0.717792101678811	0.00160342277663911	-0.30502221963182785	0.02823900956344537	-0.3149558600475025	0.02341915891076456	comp1|metabolite_not_selected	0.1040684961179441	0.966321243523316	0	High-priority exploratory pair supported by metabolite disease association, cross-omics correlation, and sPLS selection; requires external validation.	0.32327708671220506	0.037346719580817	4.92843698725583	CD_vs_UC	UC_vs_non_IBD	HILN_QI25565	HILN_QI25565	NA	NA	NA	NA
