taxon	metabolite	spearman_rho	p_value	n_samples	correlation_fdr	abs_rho	correlation_direction	taxon_label	metabolite_label
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI873	-0.30303752850922655	0.0016764167012583095	105	0.029583824139852524	0.30303752850922655	negative	Anaerotruncus	C18n QI873
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI2228	0.3021728747463114	0.0017311033952524552	105	0.030411275862543132	0.3021728747463114	positive	Odoribacter	C18n QI2228
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	C8p_QI2513	0.30170889120630107	0.0017611106433086548	105	0.030799692865039256	0.30170889120630107	positive	Acidaminococcus	C8p QI2513
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI8815	-0.30134848991519914	0.0017847431768142977	105	0.03107365352489179	0.30134848991519914	negative	Anaerotruncus	C18n QI8815
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C18n_QI8815	-0.3006124316110853	0.0018339030734788116	105	0.031541139194681045	0.3006124316110853	negative	Bilophila	C18n QI8815
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI903	-0.3006074425426189	0.001834240425696811	105	0.031541139194681045	0.3006074425426189	negative	Anaerotruncus	C18n QI903
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C8p_QI21618	0.300472016120657	0.001843419215212706	105	0.031541139194681045	0.300472016120657	positive	Propionibacterium	C8p QI21618
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI413	-0.3004642987942653	0.0018439435221505843	105	0.031541139194681045	0.3004642987942653	negative	Coprobacillus	C18n QI413
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	C18n_QI2596	0.3002513245923936	0.0018584661374486952	105	0.03165073334519612	0.3002513245923936	positive	Alistipes	C18n QI2596
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	C18n_QI13348	-0.30013287741405714	0.0018665877244498257	105	0.031650835327627476	0.30013287741405714	negative	Klebsiella	C18n QI13348
