taxon	metabolite	spearman_rho	p_value	n_samples	adjusted_correlation_fdr	abs_adjusted_rho	adjusted_direction	covariates_used	taxon_label	metabolite_label
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	C18n_QI3745	-0.10822258763010642	0.27180818300858617	105	0.5432579052368973	0.10822258763010642	negative	sex_model;antibiotic_model	Paraprevotella	C18n QI3745
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	C18n_QI736	0.10820029027576196	0.27190754641600606	105	0.5432579052368973	0.10820029027576196	positive	sex_model;antibiotic_model	Roseburia	C18n QI736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	C18n_QI11343	0.10806551938627408	0.2725086458018688	105	0.5441800914630253	0.10806551938627408	positive	sex_model;antibiotic_model	Blautia	C18n QI11343
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	HILp_QI11365	0.10797804030748895	0.2728992954351741	105	0.5446812959043905	0.10797804030748895	positive	sex_model;antibiotic_model	Bifidobacterium	HILp QI11365
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	HILp_QI3606	0.10790423191631043	0.27322919020577113	105	0.5450607886457838	0.10790423191631043	positive	sex_model;antibiotic_model	Bacteroides	HILp QI3606
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C18n_QI8231	-0.10782982244262383	0.27356204347004737	105	0.5454457921948798	0.10782982244262383	negative	sex_model;antibiotic_model	Bilophila	C18n QI8231
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	C8p_QI8001	0.107713491115902	0.27408297136894105	105	0.5460696114032546	0.107713491115902	positive	sex_model;antibiotic_model	Roseburia	C8p QI8001
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	HILp_QI15737	-0.10769742921069911	0.2741549484942494	105	0.5460696114032546	0.10769742921069911	negative	sex_model;antibiotic_model	Acidaminococcus	HILp QI15737
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	C18n_QI2823	-0.10761652508708233	0.2745176921161772	105	0.546388085831828	0.10761652508708233	negative	sex_model;antibiotic_model	Lactobacillus	C18n QI2823
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	C18n_QI2086	0.10759928363939217	0.27459503800779045	105	0.546388085831828	0.10759928363939217	positive	sex_model;antibiotic_model	Veillonella	C18n QI2086
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	C18n_QI11343	0.10752643582832261	0.2749219983570833	105	0.5467597111640107	0.10752643582832261	positive	sex_model;antibiotic_model	Clostridium	C18n QI11343
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	HILp_QI3060	-0.10745386688782914	0.27524796736138946	105	0.5471289871097955	0.10745386688782914	negative	sex_model;antibiotic_model	Bilophila	HILp QI3060
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	C18n_QI1728	-0.10739339157403194	0.27551981205864445	105	0.5473903550833995	0.10739339157403194	negative	sex_model;antibiotic_model	Bacteroides	C18n QI1728
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	C18n_QI1054	-0.1071843251088534	0.27646098442017747	105	0.5489805698771345	0.1071843251088534	negative	sex_model;antibiotic_model	Desulfovibrio	C18n QI1054
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	C18n_QI2095	0.10712388576459554	0.2767334713358869	105	0.5492420041780961	0.10712388576459554	positive	sex_model;antibiotic_model	Parabacteroides	C18n QI2095
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C18n_QI11958	0.10705942718454874	0.2770242774183503	105	0.5495395126813662	0.10705942718454874	positive	sex_model;antibiotic_model	Propionibacterium	C18n QI11958
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	C18n_QI742	0.10695383980991686	0.2775010800074489	105	0.5502054967102443	0.10695383980991686	positive	sex_model;antibiotic_model	Veillonella	C18n QI742
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	C18n_QI4874	0.1068864526186442	0.27780566916905286	105	0.5504505360926605	0.1068864526186442	positive	sex_model;antibiotic_model	Prevotella	C18n QI4874
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	HILp_QI3032	0.10686405623688754	0.2779069501452432	105	0.5504505360926605	0.10686405623688754	positive	sex_model;antibiotic_model	Oscillibacter	HILp QI3032
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	HILp_QI1232	0.10680758045724316	0.2781624550420176	105	0.5506769414537404	0.10680758045724316	positive	sex_model;antibiotic_model	Dialister	HILp QI1232
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	HILp_QI15737	0.10671204389094407	0.2785950353896365	105	0.5509829029608394	0.10671204389094407	positive	sex_model;antibiotic_model	Haemophilus	HILp QI15737
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	C18n_QI1728	-0.10670879565536809	0.2786097510102833	105	0.5509829029608394	0.10670879565536809	negative	sex_model;antibiotic_model	Escherichia	C18n QI1728
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	C18n_QI2448	0.10666597553390005	0.2788037895540737	105	0.5509829029608394	0.10666597553390005	positive	sex_model;antibiotic_model	Eubacterium	C18n QI2448
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	HILp_QI11365	0.10664869634679273	0.2788821154986402	105	0.5509829029608394	0.10664869634679273	positive	sex_model;antibiotic_model	Alistipes	HILp QI11365
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	C18n_QI2985	0.10626471838877118	0.280626479721018	105	0.5541484916009977	0.10626471838877118	positive	sex_model;antibiotic_model	Roseburia	C18n QI2985
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	HILn_QI1594	-0.1062098279079411	0.28087643550788	105	0.5542665291247836	0.1062098279079411	negative	sex_model;antibiotic_model	Odoribacter	HILn QI1594
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	C18n_QI3702	0.10616354708634006	0.28108730103251583	105	0.5542665291247836	0.10616354708634006	positive	sex_model;antibiotic_model	Parabacteroides	C18n QI3702
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	HILp_QI3816	-0.10615799295044577	0.28111261400226206	105	0.5542665291247836	0.10615799295044577	negative	sex_model;antibiotic_model	Clostridium	HILp QI3816
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	C18n_QI3745	-0.10606415458503383	0.2815405127667513	105	0.5548297118697979	0.10606415458503383	negative	sex_model;antibiotic_model	Anaerostipes	C18n QI3745
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	C18n_QI2966	-0.10602077991418991	0.28173844642097384	105	0.5549393641625242	0.10602077991418991	negative	sex_model;antibiotic_model	Porphyromonas	C18n QI2966
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	C18n_QI7515	0.10594028612896536	0.2821060138948095	105	0.5553828643057834	0.10594028612896536	positive	sex_model;antibiotic_model	Acidaminococcus	C18n QI7515
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	HILp_QI1232	0.10578487736838943	0.2828165799507608	105	0.5559397931990749	0.10578487736838943	positive	sex_model;antibiotic_model	Streptococcus	HILp QI1232
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	HILp_QI4213	-0.10575395436992385	0.28295810974616536	105	0.5559397931990749	0.10575395436992385	negative	sex_model;antibiotic_model	Desulfovibrio	HILp QI4213
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	C18n_QI744	-0.10569748365561815	0.283216689513914	105	0.5559397931990749	0.10569748365561815	negative	sex_model;antibiotic_model	Alistipes	C18n QI744
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	C8p_QI6409	-0.10569411684706721	0.2832321111332116	105	0.5559397931990749	0.10569411684706721	negative	sex_model;antibiotic_model	Coprococcus	C8p QI6409
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	C18n_QI13348	-0.10569225670616253	0.2832406317229102	105	0.5559397931990749	0.10569225670616253	negative	sex_model;antibiotic_model	Acidaminococcus	C18n QI13348
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	HILp_QI3060	-0.10569147833298777	0.28324419720168253	105	0.5559397931990749	0.10569147833298777	negative	sex_model;antibiotic_model	Desulfovibrio	HILp QI3060
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	C18n_QI7515	-0.10559817540949615	0.28367180512568263	105	0.5564990140795585	0.10559817540949615	negative	sex_model;antibiotic_model	Sutterella	C18n QI7515
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	C18n_QI1750	0.10551523947750362	0.28405226249258114	105	0.5566853385532997	0.10551523947750362	positive	sex_model;antibiotic_model	Parabacteroides	C18n QI1750
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	C18n_QI1054	-0.10551523947750362	0.28405226249258114	105	0.5566853385532997	0.10551523947750362	negative	sex_model;antibiotic_model	Escherichia	C18n QI1054
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	C18n_QI2095	-0.10540210371222115	0.28457180609604665	105	0.5574234273101868	0.10540210371222115	negative	sex_model;antibiotic_model	Porphyromonas	C18n QI2095
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	C18n_QI743	0.10525606469002693	0.2852433846350408	105	0.5582716464130995	0.10525606469002693	positive	sex_model;antibiotic_model	Veillonella	C18n QI743
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C18n_QI1579	-0.10522496371552974	0.285386542595816	105	0.5582716464130995	0.10522496371552974	negative	sex_model;antibiotic_model	Propionibacterium	C18n QI1579
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	HILp_QI3818	0.10521459672403068	0.28543427255069753	105	0.5582716464130995	0.10521459672403068	positive	sex_model;antibiotic_model	Coprobacillus	HILp QI3818
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	C18n_QI2228	-0.10498638840234067	0.2864862977964157	105	0.5595817237843868	0.10498638840234067	negative	sex_model;antibiotic_model	Prevotella	C18n QI2228
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	C18n_QI7605	0.1049799651310823	0.2865159459399159	105	0.5595817237843868	0.1049799651310823	positive	sex_model;antibiotic_model	Bifidobacterium	C18n QI7605
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	C18n_QI8138	-0.10494505494505493	0.2866771179508671	105	0.5595817237843868	0.10494505494505493	negative	sex_model;antibiotic_model	Subdoligranulum	C18n QI8138
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	C18n_QI10930	0.10490358697905866	0.2868686440420766	105	0.5595817237843868	0.10490358697905866	positive	sex_model;antibiotic_model	Collinsella	C18n QI10930
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	C18n_QI8231	0.10486421717109864	0.28705055822683734	105	0.5595817237843868	0.10486421717109864	positive	sex_model;antibiotic_model	Parasutterella	C18n QI8231
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C18n_QI736	-0.10483101803856519	0.2872040194874496	105	0.5595817237843868	0.10483101803856519	negative	sex_model;antibiotic_model	Propionibacterium	C18n QI736
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	HILp_QI3818	0.10482065104706612	0.2872519515426519	105	0.5595817237843868	0.10482065104706612	positive	sex_model;antibiotic_model	Haemophilus	HILp QI3818
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	C18n_QI1579	0.10482065104706612	0.2872519515426519	105	0.5595817237843868	0.10482065104706612	positive	sex_model;antibiotic_model	Oscillibacter	C18n QI1579
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	HILn_QI1891	0.10473633566578801	0.2876419834734664	105	0.5598074785678752	0.10473633566578801	positive	sex_model;antibiotic_model	Collinsella	HILn QI1891
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	HILn_QI27528	-0.10473354045995098	0.2876549197564159	105	0.5598074785678752	0.10473354045995098	negative	sex_model;antibiotic_model	Acidaminococcus	HILn QI27528
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C18n_QI743	-0.10459257723408666	0.2883078026777971	105	0.5607982196725231	0.10459257723408666	negative	sex_model;antibiotic_model	Barnesiella	C18n QI743
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	C18n_QI742	0.10452790092410089	0.28860768560031186	105	0.560986701176123	0.10452790092410089	positive	sex_model;antibiotic_model	Bacteroides	C18n QI742
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	HILn_QI2276	-0.10450964130209411	0.2886923869898664	105	0.560986701176123	0.10450964130209411	negative	sex_model;antibiotic_model	Eggerthella	HILn QI2276
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	HILp_QI3032	-0.10417897760229752	0.29022910177406164	105	0.5636689981951976	0.10417897760229752	negative	sex_model;antibiotic_model	Paraprevotella	HILp QI3032
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	C18n_QI4641	-0.10415047884421712	0.2903617993267056	105	0.5636689981951976	0.10415047884421712	negative	sex_model;antibiotic_model	Prevotella	C18n QI4641
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	HILn_QI2276	-0.10407422765913331	0.2907170422572071	105	0.5640778431856258	0.10407422765913331	negative	sex_model;antibiotic_model	Klebsiella	HILn QI2276
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	C18n_QI11350	-0.1040120257101389	0.2910070451535746	105	0.5643597593729194	0.1040120257101389	negative	sex_model;antibiotic_model	Eggerthella	C18n QI11350
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	HILp_QI3032	-0.10382649623713898	0.29187317376503813	105	0.5656778183930501	0.10382649623713898	negative	sex_model;antibiotic_model	Escherichia	HILp QI3032
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	C18n_QI7605	-0.10380326889936417	0.29198172871685946	105	0.5656778183930501	0.10380326889936417	negative	sex_model;antibiotic_model	Subdoligranulum	C18n QI7605
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	C18n_QI2596	-0.10375072183002268	0.29222741056912394	105	0.5656778183930501	0.10375072183002268	negative	sex_model;antibiotic_model	Prevotella	C18n QI2596
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	C18n_QI2596	-0.10371961061352108	0.2923729343643758	105	0.5656778183930501	0.10371961061352108	negative	sex_model;antibiotic_model	Sutterella	C18n QI2596
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	C18n_QI2917	-0.10369555972711386	0.29248546608366127	105	0.5656778183930501	0.10369555972711386	negative	sex_model;antibiotic_model	Holdemania	C18n QI2917
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	C18n_QI851	-0.10368028198216876	0.2925569640253287	105	0.5656778183930501	0.10368028198216876	negative	sex_model;antibiotic_model	Alistipes	C18n QI851
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	C18n_QI3804	0.10355413178431289	0.29314777318674246	105	0.5663487280561003	0.10355413178431289	positive	sex_model;antibiotic_model	Bacteroides	C18n QI3804
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	HILp_QI4213	0.10349394436574352	0.2934299315031289	105	0.5663487280561003	0.10349394436574352	positive	sex_model;antibiotic_model	Anaerostipes	HILp QI4213
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	HILn_QI25565	-0.10347312803219896	0.2935275601451265	105	0.5663487280561003	0.10347312803219896	negative	sex_model;antibiotic_model	Acidaminococcus	HILn QI25565
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	C18n_QI2042	0.10346617823066462	0.29356015950770464	105	0.5663487280561003	0.10346617823066462	positive	sex_model;antibiotic_model	Eggerthella	C18n QI2042
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	HILp_QI3060	0.10343147418619116	0.2937229812263423	105	0.5663487280561003	0.10343147418619116	positive	sex_model;antibiotic_model	Collinsella	HILp QI3060
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	C8p_QI8001	0.10342033614284009	0.29377525047627967	105	0.5663487280561003	0.10342033614284009	positive	sex_model;antibiotic_model	Oscillibacter	C8p QI8001
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	C18n_QI873	0.1032656023222061	0.29450203016199294	105	0.567275937524481	0.1032656023222061	positive	sex_model;antibiotic_model	Dialister	C18n QI873
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	HILn_QI27528	-0.10325601056038232	0.2945471214069421	105	0.567275937524481	0.10325601056038232	negative	sex_model;antibiotic_model	Holdemania	HILn QI27528
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C18n_QI8815	-0.10314119842421728	0.29508721164264307	105	0.5680355999043968	0.10314119842421728	negative	sex_model;antibiotic_model	Barnesiella	C18n QI8815
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	C18n_QI2402	0.10304989141417999	0.2955171972787367	105	0.5685826686665383	0.10304989141417999	positive	sex_model;antibiotic_model	Parabacteroides	C18n QI2402
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	C18n_QI2320	-0.10301559219659599	0.2956788269189226	105	0.5686131286902358	0.10301559219659599	negative	sex_model;antibiotic_model	Parabacteroides	C18n QI2320
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	HILp_QI11365	0.10289433820779521	0.29625068461048	105	0.5692632181970347	0.10289433820779521	positive	sex_model;antibiotic_model	Parasutterella	HILp QI11365
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	C18n_QI8138	-0.10288202363674061	0.2963088033179437	105	0.5692632181970347	0.10288202363674061	negative	sex_model;antibiotic_model	Lactobacillus	C18n QI8138
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	C18n_QI743	-0.1028198216877462	0.29660248074586404	105	0.5695468611072722	0.1028198216877462	negative	sex_model;antibiotic_model	Clostridium	C18n QI743
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	HILp_QI2095	0.10264358283226206	0.2974356083502312	105	0.5707463422625324	0.10264358283226206	positive	sex_model;antibiotic_model	Klebsiella	HILp QI2095
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C18n_QI1028	0.10262578604514525	0.2975198240563406	105	0.5707463422625324	0.10262578604514525	positive	sex_model;antibiotic_model	Propionibacterium	C18n QI1028
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	HILp_QI15738	0.1025173113179588	0.2980334739774335	105	0.5709912373285334	0.1025173113179588	positive	sex_model;antibiotic_model	Holdemania	HILp QI15738
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	C18n_QI873	0.1025088119427742	0.2980737448947563	105	0.5709912373285334	0.1025088119427742	positive	sex_model;antibiotic_model	Acidaminococcus	C18n QI873
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	HILp_QI3606	-0.10248514310927617	0.29818590914627713	105	0.5709912373285334	0.10248514310927617	negative	sex_model;antibiotic_model	Desulfovibrio	HILp QI3606
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	C18n_QI846	-0.10247518340533351	0.2982331154969801	105	0.5709912373285334	0.10247518340533351	negative	sex_model;antibiotic_model	Prevotella	C18n QI846
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	HILn_QI26736	-0.1024281134137072	0.2984562812978304	105	0.5710204138815077	0.1024281134137072	negative	sex_model;antibiotic_model	Eubacterium	HILn QI26736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	C18n_QI2228	-0.10238804919424044	0.29864631823727195	105	0.5710204138815077	0.10238804919424044	negative	sex_model;antibiotic_model	Roseburia	C18n QI2228
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C8p_QI7970	-0.10237934801998612	0.2986876011072502	105	0.5710204138815077	0.10237934801998612	negative	sex_model;antibiotic_model	Bilophila	C8p QI7970
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	C18n_QI1309	0.10218743520630312	0.29959908921718426	105	0.5724823360837916	0.10218743520630312	positive	sex_model;antibiotic_model	Holdemania	C18n QI1309
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	C18n_QI1326	0.10211486626580965	0.29994423056805763	105	0.572861165139777	0.10211486626580965	positive	sex_model;antibiotic_model	Eubacterium	C18n QI1326
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	HILn_QI2276	0.10207339829981338	0.3001415714435005	105	0.5729574785265061	0.10207339829981338	positive	sex_model;antibiotic_model	Bacteroides	HILn QI2276
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C18n_QI762	0.10197765428601685	0.3005975309872693	105	0.5735471481655334	0.10197765428601685	positive	sex_model;antibiotic_model	Bilophila	C18n QI762
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	C18n_QI1030	0.1018556203866247	0.30117934922297795	105	0.5741962093178341	0.1018556203866247	positive	sex_model;antibiotic_model	Lactobacillus	C18n QI1030
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	C18n_QI744	0.10183056576012058	0.30129889297330265	105	0.5741962093178341	0.10183056576012058	positive	sex_model;antibiotic_model	Dialister	C18n QI744
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	C18n_QI11341	-0.10180385652083764	0.30142636570103487	105	0.5741962093178341	0.10180385652083764	negative	sex_model;antibiotic_model	Desulfovibrio	C18n QI11341
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	C18n_QI873	0.10176238855484138	0.30162434615018385	105	0.5741962093178341	0.10176238855484138	positive	sex_model;antibiotic_model	Lactobacillus	C18n QI873
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	C18n_QI11350	-0.1017520215633423	0.30167385458775436	105	0.5741962093178341	0.1017520215633423	negative	sex_model;antibiotic_model	Porphyromonas	C18n QI11350
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	C8p_QI2513	0.10161002366035879	0.30235251399508634	105	0.5752072217467495	0.10161002366035879	positive	sex_model;antibiotic_model	Porphyromonas	C8p QI2513
